Sector,Industry,ESG_Dimension,ESG_Topic,Materiality_Score,Is_Material
Services,Education,Social Capital,Human Rights & Community Relations,5,True
Services,Education,Social Capital,Customer Privacy,4,True
Services,Education,Social Capital,Data Security,4,True
Services,Education,Social Capital,Access & Affordability,5,True
Services,Education,Social Capital,Product Quality & Safety,4,True
Services,Education,Social Capital,Customer Welfare,4,True
Services,Education,Social Capital,Selling Practices & Product Labeling,5,True
Services,Education,Human Capital,Labor Practices,4,True
Services,Education,Human Capital,Employee Health & Safety,5,True
Services,Education,Human Capital,Employee Engagement,3,True
Services,Education,Human Capital,Diversity & Inclusion,5,True
Services,Education,Business Model & Innovation,Product Design & Lifecycle,2,False
Services,Education,Business Model & Innovation,Business Model Resilience,3,True
Services,Education,Business Model & Innovation,Supply Chain Management,3,True
Services,Education,Business Model & Innovation,Materials Sourcing & Efficiency,3,True
Services,Education,Business Model & Innovation,Physical Impacts of Climate Change,4,True
Services,Education,Leadership & Governance,Business Ethics,4,True
Services,Education,Leadership & Governance,Competitive Behavior,2,False
Services,Education,Leadership & Governance,Regulatory Environment Management,3,True
Services,Education,Leadership & Governance,Critical Incident Risk Management,4,True
Services,Education,Leadership & Governance,Systemic Risk Management,2,False
Services,Hotels & Lodging,Environment,GHG Emissions,3,True
Services,Hotels & Lodging,Environment,Air Quality,1,False
Services,Hotels & Lodging,Environment,Energy Management,3,True
Services,Hotels & Lodging,Environment,Water & Wastewater Management,3,True
Services,Hotels & Lodging,Environment,Waste & Hazardous Materials,3,True
Services,Hotels & Lodging,Environment,Ecological Impacts,2,False
Services,Hotels & Lodging,Social Capital,Human Rights & Community Relations,5,True
Services,Hotels & Lodging,Social Capital,Customer Privacy,5,True
Services,Hotels & Lodging,Social Capital,Data Security,4,True
Services,Hotels & Lodging,Social Capital,Access & Affordability,4,True
Services,Hotels & Lodging,Social Capital,Product Quality & Safety,5,True
Services,Hotels & Lodging,Social Capital,Customer Welfare,5,True
Services,Hotels & Lodging,Social Capital,Selling Practices & Product Labeling,5,True
Services,Hotels & Lodging,Human Capital,Labor Practices,5,True
Services,Hotels & Lodging,Human Capital,Employee Health & Safety,3,True
Services,Hotels & Lodging,Human Capital,Employee Engagement,4,True
Services,Hotels & Lodging,Human Capital,Diversity & Inclusion,5,True
Services,Hotels & Lodging,Business Model & Innovation,Product Design & Lifecycle,3,True
Services,Hotels & Lodging,Business Model & Innovation,Business Model Resilience,2,False
Services,Hotels & Lodging,Business Model & Innovation,Supply Chain Management,2,False
Services,Hotels & Lodging,Business Model & Innovation,Materials Sourcing & Efficiency,3,True
Services,Hotels & Lodging,Business Model & Innovation,Physical Impacts of Climate Change,4,True
Services,Hotels & Lodging,Leadership & Governance,Business Ethics,2,False
Services,Hotels & Lodging,Leadership & Governance,Competitive Behavior,2,False
Services,Hotels & Lodging,Leadership & Governance,Regulatory Environment Management,2,False
Services,Hotels & Lodging,Leadership & Governance,Critical Incident Risk Management,3,True
Services,Hotels & Lodging,Leadership & Governance,Systemic Risk Management,4,True
Services,Leisure Facilities,Environment,GHG Emissions,3,True
Services,Leisure Facilities,Environment,Air Quality,3,True
Services,Leisure Facilities,Environment,Energy Management,3,True
Services,Leisure Facilities,Environment,Water & Wastewater Management,3,True
Services,Leisure Facilities,Environment,Waste & Hazardous Materials,2,False
Services,Leisure Facilities,Environment,Ecological Impacts,2,False
Services,Leisure Facilities,Social Capital,Human Rights & Community Relations,5,True
Services,Leisure Facilities,Social Capital,Customer Privacy,5,True
Services,Leisure Facilities,Social Capital,Data Security,5,True
Services,Leisure Facilities,Social Capital,Access & Affordability,5,True
Services,Leisure Facilities,Social Capital,Product Quality & Safety,5,True
Services,Leisure Facilities,Social Capital,Customer Welfare,5,True
Services,Leisure Facilities,Social Capital,Selling Practices & Product Labeling,5,True
Services,Leisure Facilities,Human Capital,Labor Practices,3,True
Services,Leisure Facilities,Human Capital,Employee Health & Safety,5,True
Services,Leisure Facilities,Human Capital,Employee Engagement,3,True
Services,Leisure Facilities,Human Capital,Diversity & Inclusion,5,True
Services,Leisure Facilities,Business Model & Innovation,Product Design & Lifecycle,4,True
Services,Leisure Facilities,Business Model & Innovation,Business Model Resilience,4,True
Services,Leisure Facilities,Business Model & Innovation,Supply Chain Management,4,True
Services,Leisure Facilities,Business Model & Innovation,Materials Sourcing & Efficiency,2,False
Services,Leisure Facilities,Business Model & Innovation,Physical Impacts of Climate Change,3,True
Services,Leisure Facilities,Leadership & Governance,Business Ethics,3,True
Services,Leisure Facilities,Leadership & Governance,Competitive Behavior,2,False
Services,Leisure Facilities,Leadership & Governance,Regulatory Environment Management,3,True
Services,Leisure Facilities,Leadership & Governance,Critical Incident Risk Management,3,True
Services,Leisure Facilities,Leadership & Governance,Systemic Risk Management,3,True
Services,Media & Entertainment,Environment,GHG Emissions,2,False
Services,Media & Entertainment,Environment,Air Quality,2,False
Services,Media & Entertainment,Environment,Energy Management,3,True
Services,Media & Entertainment,Environment,Water & Wastewater Management,1,False
Services,Media & Entertainment,Environment,Waste & Hazardous Materials,2,False
Services,Media & Entertainment,Environment,Ecological Impacts,2,False
Services,Media & Entertainment,Social Capital,Human Rights & Community Relations,5,True
Services,Media & Entertainment,Social Capital,Customer Privacy,5,True
Services,Media & Entertainment,Social Capital,Data Security,5,True
Services,Media & Entertainment,Social Capital,Access & Affordability,5,True
Services,Media & Entertainment,Social Capital,Product Quality & Safety,4,True
Services,Media & Entertainment,Social Capital,Customer Welfare,5,True
Services,Media & Entertainment,Social Capital,Selling Practices & Product Labeling,5,True
Services,Media & Entertainment,Human Capital,Labor Practices,3,True
Services,Media & Entertainment,Human Capital,Employee Health & Safety,3,True
Services,Media & Entertainment,Human Capital,Employee Engagement,3,True
Services,Media & Entertainment,Human Capital,Diversity & Inclusion,3,True
Services,Media & Entertainment,Business Model & Innovation,Product Design & Lifecycle,3,True
Services,Media & Entertainment,Business Model & Innovation,Business Model Resilience,2,False
Services,Media & Entertainment,Business Model & Innovation,Supply Chain Management,4,True
Services,Media & Entertainment,Business Model & Innovation,Materials Sourcing & Efficiency,4,True
Services,Media & Entertainment,Business Model & Innovation,Physical Impacts of Climate Change,3,True
Services,Media & Entertainment,Leadership & Governance,Business Ethics,2,False
Services,Media & Entertainment,Leadership & Governance,Competitive Behavior,4,True
Services,Media & Entertainment,Leadership & Governance,Regulatory Environment Management,2,False
Services,Media & Entertainment,Leadership & Governance,Critical Incident Risk Management,4,True
Services,Media & Entertainment,Leadership & Governance,Systemic Risk Management,4,True
Services,Professional & Commercial Services,Environment,GHG Emissions,3,True
Services,Professional & Commercial Services,Environment,Air Quality,2,False
Services,Professional & Commercial Services,Environment,Energy Management,3,True
Services,Professional & Commercial Services,Environment,Water & Wastewater Management,1,False
Services,Professional & Commercial Services,Environment,Waste & Hazardous Materials,2,False
Services,Professional & Commercial Services,Environment,Ecological Impacts,2,False
Services,Professional & Commercial Services,Social Capital,Human Rights & Community Relations,5,True
Services,Professional & Commercial Services,Social Capital,Customer Privacy,5,True
Services,Professional & Commercial Services,Social Capital,Data Security,5,True
Services,Professional & Commercial Services,Social Capital,Access & Affordability,4,True
Services,Professional & Commercial Services,Social Capital,Product Quality & Safety,5,True
Services,Professional & Commercial Services,Social Capital,Customer Welfare,5,True
Services,Professional & Commercial Services,Social Capital,Selling Practices & Product Labeling,5,True
Services,Professional & Commercial Services,Human Capital,Labor Practices,4,True
Services,Professional & Commercial Services,Human Capital,Employee Health & Safety,3,True
Services,Professional & Commercial Services,Human Capital,Employee Engagement,5,True
Services,Professional & Commercial Services,Human Capital,Diversity & Inclusion,5,True
Services,Professional & Commercial Services,Business Model & Innovation,Product Design & Lifecycle,2,False
Services,Professional & Commercial Services,Business Model & Innovation,Business Model Resilience,2,False
Services,Professional & Commercial Services,Business Model & Innovation,Supply Chain Management,4,True
Services,Professional & Commercial Services,Business Model & Innovation,Materials Sourcing & Efficiency,3,True
Services,Professional & Commercial Services,Business Model & Innovation,Physical Impacts of Climate Change,2,False
Services,Professional & Commercial Services,Leadership & Governance,Business Ethics,2,False
Services,Professional & Commercial Services,Leadership & Governance,Competitive Behavior,3,True
Services,Professional & Commercial Services,Leadership & Governance,Regulatory Environment Management,4,True
Services,Professional & Commercial Services,Leadership & Governance,Critical Incident Risk Management,3,True
Services,Professional & Commercial Services,Leadership & Governance,Systemic Risk Management,2,False
Technology & Communications,Electronic Manufacturing Services,Environment,GHG Emissions,3,True
Technology & Communications,Electronic Manufacturing Services,Environment,Air Quality,4,True
Technology & Communications,Electronic Manufacturing Services,Environment,Energy Management,2,False
Technology & Communications,Electronic Manufacturing Services,Environment,Water & Wastewater Management,3,True
Technology & Communications,Electronic Manufacturing Services,Environment,Waste & Hazardous Materials,4,True
Technology & Communications,Electronic Manufacturing Services,Environment,Ecological Impacts,4,True
Technology & Communications,Electronic Manufacturing Services,Social Capital,Human Rights & Community Relations,5,True
Technology & Communications,Electronic Manufacturing Services,Social Capital,Customer Privacy,5,True
Technology & Communications,Electronic Manufacturing Services,Social Capital,Data Security,5,True
Technology & Communications,Electronic Manufacturing Services,Social Capital,Access & Affordability,5,True
Technology & Communications,Electronic Manufacturing Services,Social Capital,Product Quality & Safety,4,True
Technology & Communications,Electronic Manufacturing Services,Social Capital,Customer Welfare,5,True
Technology & Communications,Electronic Manufacturing Services,Social Capital,Selling Practices & Product Labeling,5,True
Technology & Communications,Electronic Manufacturing Services,Human Capital,Labor Practices,5,True
Technology & Communications,Electronic Manufacturing Services,Human Capital,Employee Health & Safety,4,True
Technology & Communications,Electronic Manufacturing Services,Human Capital,Employee Engagement,3,True
Technology & Communications,Electronic Manufacturing Services,Human Capital,Diversity & Inclusion,3,True
Technology & Communications,Electronic Manufacturing Services,Business Model & Innovation,Product Design & Lifecycle,5,True
Technology & Communications,Electronic Manufacturing Services,Business Model & Innovation,Business Model Resilience,5,True
Technology & Communications,Electronic Manufacturing Services,Business Model & Innovation,Supply Chain Management,5,True
Technology & Communications,Electronic Manufacturing Services,Business Model & Innovation,Materials Sourcing & Efficiency,5,True
Technology & Communications,Electronic Manufacturing Services,Business Model & Innovation,Physical Impacts of Climate Change,5,True
Technology & Communications,Electronic Manufacturing Services,Leadership & Governance,Business Ethics,3,True
Technology & Communications,Electronic Manufacturing Services,Leadership & Governance,Competitive Behavior,3,True
Technology & Communications,Electronic Manufacturing Services,Leadership & Governance,Regulatory Environment Management,3,True
Technology & Communications,Electronic Manufacturing Services,Leadership & Governance,Critical Incident Risk Management,5,True
Technology & Communications,Electronic Manufacturing Services,Leadership & Governance,Systemic Risk Management,5,True
Technology & Communications,Hardware,Environment,GHG Emissions,3,True
Technology & Communications,Hardware,Environment,Air Quality,2,False
Technology & Communications,Hardware,Environment,Energy Management,2,False
Technology & Communications,Hardware,Environment,Water & Wastewater Management,4,True
Technology & Communications,Hardware,Environment,Waste & Hazardous Materials,4,True
Technology & Communications,Hardware,Environment,Ecological Impacts,2,False
Technology & Communications,Hardware,Social Capital,Human Rights & Community Relations,4,True
Technology & Communications,Hardware,Social Capital,Customer Privacy,5,True
Technology & Communications,Hardware,Social Capital,Data Security,5,True
Technology & Communications,Hardware,Social Capital,Access & Affordability,4,True
Technology & Communications,Hardware,Social Capital,Product Quality & Safety,5,True
Technology & Communications,Hardware,Social Capital,Customer Welfare,5,True
Technology & Communications,Hardware,Social Capital,Selling Practices & Product Labeling,5,True
Technology & Communications,Hardware,Human Capital,Labor Practices,4,True
Technology & Communications,Hardware,Human Capital,Employee Health & Safety,3,True
Technology & Communications,Hardware,Human Capital,Employee Engagement,4,True
Technology & Communications,Hardware,Human Capital,Diversity & Inclusion,4,True
Technology & Communications,Hardware,Business Model & Innovation,Product Design & Lifecycle,5,True
Technology & Communications,Hardware,Business Model & Innovation,Business Model Resilience,5,True
Technology & Communications,Hardware,Business Model & Innovation,Supply Chain Management,5,True
Technology & Communications,Hardware,Business Model & Innovation,Materials Sourcing & Efficiency,5,True
Technology & Communications,Hardware,Business Model & Innovation,Physical Impacts of Climate Change,4,True
Technology & Communications,Hardware,Leadership & Governance,Business Ethics,3,True
Technology & Communications,Hardware,Leadership & Governance,Competitive Behavior,3,True
Technology & Communications,Hardware,Leadership & Governance,Regulatory Environment Management,3,True
Technology & Communications,Hardware,Leadership & Governance,Critical Incident Risk Management,5,True
Technology & Communications,Hardware,Leadership & Governance,Systemic Risk Management,3,True
Technology & Communications,Internet Media & Services,Environment,GHG Emissions,4,True
Technology & Communications,Internet Media & Services,Environment,Air Quality,2,False
Technology & Communications,Internet Media & Services,Environment,Energy Management,3,True
Technology & Communications,Internet Media & Services,Environment,Water & Wastewater Management,3,True
Technology & Communications,Internet Media & Services,Environment,Waste & Hazardous Materials,4,True
Technology & Communications,Internet Media & Services,Environment,Ecological Impacts,3,True
Technology & Communications,Internet Media & Services,Social Capital,Human Rights & Community Relations,5,True
Technology & Communications,Internet Media & Services,Social Capital,Customer Privacy,5,True
Technology & Communications,Internet Media & Services,Social Capital,Data Security,5,True
Technology & Communications,Internet Media & Services,Social Capital,Access & Affordability,5,True
Technology & Communications,Internet Media & Services,Social Capital,Product Quality & Safety,5,True
Technology & Communications,Internet Media & Services,Social Capital,Customer Welfare,4,True
Technology & Communications,Internet Media & Services,Social Capital,Selling Practices & Product Labeling,5,True
Technology & Communications,Internet Media & Services,Human Capital,Labor Practices,3,True
Technology & Communications,Internet Media & Services,Human Capital,Employee Health & Safety,4,True
Technology & Communications,Internet Media & Services,Human Capital,Employee Engagement,4,True
Technology & Communications,Internet Media & Services,Human Capital,Diversity & Inclusion,3,True
Technology & Communications,Internet Media & Services,Business Model & Innovation,Product Design & Lifecycle,5,True
Technology & Communications,Internet Media & Services,Business Model & Innovation,Business Model Resilience,5,True
Technology & Communications,Internet Media & Services,Business Model & Innovation,Supply Chain Management,5,True
Technology & Communications,Internet Media & Services,Business Model & Innovation,Materials Sourcing & Efficiency,5,True
Technology & Communications,Internet Media & Services,Business Model & Innovation,Physical Impacts of Climate Change,5,True
Technology & Communications,Internet Media & Services,Leadership & Governance,Business Ethics,5,True
Technology & Communications,Internet Media & Services,Leadership & Governance,Competitive Behavior,5,True
Technology & Communications,Internet Media & Services,Leadership & Governance,Regulatory Environment Management,4,True
Technology & Communications,Internet Media & Services,Leadership & Governance,Critical Incident Risk Management,3,True
Technology & Communications,Internet Media & Services,Leadership & Governance,Systemic Risk Management,3,True
Technology & Communications,Semiconductors,Environment,GHG Emissions,3,True
Technology & Communications,Semiconductors,Environment,Air Quality,4,True
Technology & Communications,Semiconductors,Environment,Energy Management,2,False
Technology & Communications,Semiconductors,Environment,Water & Wastewater Management,2,False
Technology & Communications,Semiconductors,Environment,Waste & Hazardous Materials,2,False
Technology & Communications,Semiconductors,Environment,Ecological Impacts,3,True
Technology & Communications,Semiconductors,Social Capital,Human Rights & Community Relations,4,True
Technology & Communications,Semiconductors,Social Capital,Customer Privacy,4,True
Technology & Communications,Semiconductors,Social Capital,Data Security,5,True
Technology & Communications,Semiconductors,Social Capital,Access & Affordability,5,True
Technology & Communications,Semiconductors,Social Capital,Product Quality & Safety,5,True
Technology & Communications,Semiconductors,Social Capital,Customer Welfare,4,True
Technology & Communications,Semiconductors,Social Capital,Selling Practices & Product Labeling,4,True
Technology & Communications,Semiconductors,Human Capital,Labor Practices,4,True
Technology & Communications,Semiconductors,Human Capital,Employee Health & Safety,5,True
Technology & Communications,Semiconductors,Human Capital,Employee Engagement,4,True
Technology & Communications,Semiconductors,Human Capital,Diversity & Inclusion,3,True
Technology & Communications,Semiconductors,Business Model & Innovation,Product Design & Lifecycle,4,True
Technology & Communications,Semiconductors,Business Model & Innovation,Business Model Resilience,5,True
Technology & Communications,Semiconductors,Business Model & Innovation,Supply Chain Management,5,True
Technology & Communications,Semiconductors,Business Model & Innovation,Materials Sourcing & Efficiency,5,True
Technology & Communications,Semiconductors,Business Model & Innovation,Physical Impacts of Climate Change,4,True
Technology & Communications,Semiconductors,Leadership & Governance,Business Ethics,5,True
Technology & Communications,Semiconductors,Leadership & Governance,Competitive Behavior,5,True
Technology & Communications,Semiconductors,Leadership & Governance,Regulatory Environment Management,5,True
Technology & Communications,Semiconductors,Leadership & Governance,Critical Incident Risk Management,4,True
Technology & Communications,Semiconductors,Leadership & Governance,Systemic Risk Management,3,True
Technology & Communications,Software & IT Services,Environment,GHG Emissions,3,True
Technology & Communications,Software & IT Services,Environment,Air Quality,4,True
Technology & Communications,Software & IT Services,Environment,Energy Management,2,False
Technology & Communications,Software & IT Services,Environment,Water & Wastewater Management,3,True
Technology & Communications,Software & IT Services,Environment,Waste & Hazardous Materials,2,False
Technology & Communications,Software & IT Services,Environment,Ecological Impacts,3,True
Technology & Communications,Software & IT Services,Social Capital,Human Rights & Community Relations,4,True
Technology & Communications,Software & IT Services,Social Capital,Customer Privacy,5,True
Technology & Communications,Software & IT Services,Social Capital,Data Security,5,True
Technology & Communications,Software & IT Services,Social Capital,Access & Affordability,5,True
Technology & Communications,Software & IT Services,Social Capital,Product Quality & Safety,5,True
Technology & Communications,Software & IT Services,Social Capital,Customer Welfare,5,True
Technology & Communications,Software & IT Services,Social Capital,Selling Practices & Product Labeling,5,True
Technology & Communications,Software & IT Services,Human Capital,Labor Practices,5,True
Technology & Communications,Software & IT Services,Human Capital,Employee Health & Safety,4,True
Technology & Communications,Software & IT Services,Human Capital,Employee Engagement,4,True
Technology & Communications,Software & IT Services,Human Capital,Diversity & Inclusion,3,True
Technology & Communications,Software & IT Services,Business Model & Innovation,Product Design & Lifecycle,5,True
Technology & Communications,Software & IT Services,Business Model & Innovation,Business Model Resilience,4,True
Technology & Communications,Software & IT Services,Business Model & Innovation,Supply Chain Management,5,True
Technology & Communications,Software & IT Services,Business Model & Innovation,Materials Sourcing & Efficiency,4,True
Technology & Communications,Software & IT Services,Business Model & Innovation,Physical Impacts of Climate Change,5,True
Technology & Communications,Software & IT Services,Leadership & Governance,Business Ethics,4,True
Technology & Communications,Software & IT Services,Leadership & Governance,Competitive Behavior,5,True
Technology & Communications,Software & IT Services,Leadership & Governance,Regulatory Environment Management,4,True
Technology & Communications,Software & IT Services,Leadership & Governance,Critical Incident Risk Management,3,True
Technology & Communications,Software & IT Services,Leadership & Governance,Systemic Risk Management,4,True
Technology & Communications,Telecommunication Services,Environment,GHG Emissions,2,False
Technology & Communications,Telecommunication Services,Environment,Air Quality,2,False
Technology & Communications,Telecommunication Services,Environment,Energy Management,3,True
Technology & Communications,Telecommunication Services,Environment,Water & Wastewater Management,4,True
Technology & Communications,Telecommunication Services,Environment,Waste & Hazardous Materials,3,True
Technology & Communications,Telecommunication Services,Environment,Ecological Impacts,4,True
Technology & Communications,Telecommunication Services,Social Capital,Human Rights & Community Relations,4,True
Technology & Communications,Telecommunication Services,Social Capital,Customer Privacy,5,True
Technology & Communications,Telecommunication Services,Social Capital,Data Security,5,True
Technology & Communications,Telecommunication Services,Social Capital,Access & Affordability,5,True
Technology & Communications,Telecommunication Services,Social Capital,Product Quality & Safety,5,True
Technology & Communications,Telecommunication Services,Social Capital,Customer Welfare,4,True
Technology & Communications,Telecommunication Services,Social Capital,Selling Practices & Product Labeling,5,True
Technology & Communications,Telecommunication Services,Human Capital,Labor Practices,3,True
Technology & Communications,Telecommunication Services,Human Capital,Employee Health & Safety,3,True
Technology & Communications,Telecommunication Services,Human Capital,Employee Engagement,5,True
Technology & Communications,Telecommunication Services,Human Capital,Diversity & Inclusion,5,True
Technology & Communications,Telecommunication Services,Business Model & Innovation,Product Design & Lifecycle,4,True
Technology & Communications,Telecommunication Services,Business Model & Innovation,Business Model Resilience,5,True
Technology & Communications,Telecommunication Services,Business Model & Innovation,Supply Chain Management,5,True
Technology & Communications,Telecommunication Services,Business Model & Innovation,Materials Sourcing & Efficiency,4,True
Technology & Communications,Telecommunication Services,Business Model & Innovation,Physical Impacts of Climate Change,5,True
Technology & Communications,Telecommunication Services,Leadership & Governance,Business Ethics,4,True
Technology & Communications,Telecommunication Services,Leadership & Governance,Competitive Behavior,5,True
Technology & Communications,Telecommunication Services,Leadership & Governance,Regulatory Environment Management,5,True
Technology & Communications,Telecommunication Services,Leadership & Governance,Critical Incident Risk Management,3,True
Technology & Communications,Telecommunication Services,Leadership & Governance,Systemic Risk Management,3,True
Transportation,Air Freight & Logistics,Environment,GHG Emissions,3,True
Transportation,Air Freight & Logistics,Environment,Air Quality,3,True
Transportation,Air Freight & Logistics,Environment,Energy Management,4,True
Transportation,Air Freight & Logistics,Environment,Water & Wastewater Management,3,True
Transportation,Air Freight & Logistics,Environment,Waste & Hazardous Materials,3,True
Transportation,Air Freight & Logistics,Environment,Ecological Impacts,5,True
Transportation,Air Freight & Logistics,Social Capital,Human Rights & Community Relations,2,False
Transportation,Air Freight & Logistics,Social Capital,Customer Privacy,4,True
Transportation,Air Freight & Logistics,Social Capital,Data Security,2,False
Transportation,Air Freight & Logistics,Social Capital,Access & Affordability,2,False
Transportation,Air Freight & Logistics,Social Capital,Product Quality & Safety,4,True
Transportation,Air Freight & Logistics,Social Capital,Customer Welfare,3,True
Transportation,Air Freight & Logistics,Social Capital,Selling Practices & Product Labeling,3,True
Transportation,Air Freight & Logistics,Human Capital,Labor Practices,5,True
Transportation,Air Freight & Logistics,Human Capital,Employee Health & Safety,5,True
Transportation,Air Freight & Logistics,Human Capital,Employee Engagement,4,True
Transportation,Air Freight & Logistics,Human Capital,Diversity & Inclusion,5,True
Transportation,Air Freight & Logistics,Business Model & Innovation,Product Design & Lifecycle,4,True
Transportation,Air Freight & Logistics,Business Model & Innovation,Business Model Resilience,4,True
Transportation,Air Freight & Logistics,Business Model & Innovation,Supply Chain Management,4,True
Transportation,Air Freight & Logistics,Business Model & Innovation,Materials Sourcing & Efficiency,4,True
Transportation,Air Freight & Logistics,Business Model & Innovation,Physical Impacts of Climate Change,3,True
Transportation,Air Freight & Logistics,Leadership & Governance,Business Ethics,4,True
Transportation,Air Freight & Logistics,Leadership & Governance,Competitive Behavior,3,True
Transportation,Air Freight & Logistics,Leadership & Governance,Regulatory Environment Management,2,False
Transportation,Air Freight & Logistics,Leadership & Governance,Critical Incident Risk Management,3,True
Transportation,Air Freight & Logistics,Leadership & Governance,Systemic Risk Management,2,False
Transportation,Airlines,Environment,GHG Emissions,4,True
Transportation,Airlines,Environment,Air Quality,4,True
Transportation,Airlines,Environment,Energy Management,5,True
Transportation,Airlines,Environment,Water & Wastewater Management,4,True
Transportation,Airlines,Environment,Waste & Hazardous Materials,4,True
Transportation,Airlines,Environment,Ecological Impacts,5,True
Transportation,Airlines,Social Capital,Human Rights & Community Relations,2,False
Transportation,Airlines,Social Capital,Customer Privacy,3,True
Transportation,Airlines,Social Capital,Data Security,4,True
Transportation,Airlines,Social Capital,Access & Affordability,2,False
Transportation,Airlines,Social Capital,Product Quality & Safety,3,True
Transportation,Airlines,Social Capital,Customer Welfare,3,True
Transportation,Airlines,Social Capital,Selling Practices & Product Labeling,3,True
Transportation,Airlines,Human Capital,Labor Practices,3,True
Transportation,Airlines,Human Capital,Employee Health & Safety,3,True
Transportation,Airlines,Human Capital,Employee Engagement,4,True
Transportation,Airlines,Human Capital,Diversity & Inclusion,4,True
Transportation,Airlines,Business Model & Innovation,Product Design & Lifecycle,2,False
Transportation,Airlines,Business Model & Innovation,Business Model Resilience,4,True
Transportation,Airlines,Business Model & Innovation,Supply Chain Management,2,False
Transportation,Airlines,Business Model & Innovation,Materials Sourcing & Efficiency,4,True
Transportation,Airlines,Business Model & Innovation,Physical Impacts of Climate Change,4,True
Transportation,Airlines,Leadership & Governance,Business Ethics,4,True
Transportation,Airlines,Leadership & Governance,Competitive Behavior,3,True
Transportation,Airlines,Leadership & Governance,Regulatory Environment Management,3,True
Transportation,Airlines,Leadership & Governance,Critical Incident Risk Management,4,True
Transportation,Airlines,Leadership & Governance,Systemic Risk Management,4,True
Transportation,Auto Parts,Environment,GHG Emissions,5,True
Transportation,Auto Parts,Environment,Air Quality,3,True
Transportation,Auto Parts,Environment,Energy Management,4,True
Transportation,Auto Parts,Environment,Water & Wastewater Management,5,True
Transportation,Auto Parts,Environment,Waste & Hazardous Materials,5,True
Transportation,Auto Parts,Environment,Ecological Impacts,3,True
Transportation,Auto Parts,Social Capital,Human Rights & Community Relations,3,True
Transportation,Auto Parts,Social Capital,Customer Privacy,4,True
Transportation,Auto Parts,Social Capital,Data Security,3,True
Transportation,Auto Parts,Social Capital,Access & Affordability,4,True
Transportation,Auto Parts,Social Capital,Product Quality & Safety,2,False
Transportation,Auto Parts,Social Capital,Customer Welfare,2,False
Transportation,Auto Parts,Social Capital,Selling Practices & Product Labeling,3,True
Transportation,Auto Parts,Human Capital,Labor Practices,3,True
Transportation,Auto Parts,Human Capital,Employee Health & Safety,4,True
Transportation,Auto Parts,Human Capital,Employee Engagement,5,True
Transportation,Auto Parts,Human Capital,Diversity & Inclusion,3,True
Transportation,Auto Parts,Business Model & Innovation,Product Design & Lifecycle,4,True
Transportation,Auto Parts,Business Model & Innovation,Business Model Resilience,4,True
Transportation,Auto Parts,Business Model & Innovation,Supply Chain Management,2,False
Transportation,Auto Parts,Business Model & Innovation,Materials Sourcing & Efficiency,2,False
Transportation,Auto Parts,Business Model & Innovation,Physical Impacts of Climate Change,2,False
Transportation,Auto Parts,Leadership & Governance,Business Ethics,4,True
Transportation,Auto Parts,Leadership & Governance,Competitive Behavior,3,True
Transportation,Auto Parts,Leadership & Governance,Regulatory Environment Management,3,True
Transportation,Auto Parts,Leadership & Governance,Critical Incident Risk Management,4,True
Transportation,Auto Parts,Leadership & Governance,Systemic Risk Management,4,True
Transportation,Automobiles,Environment,GHG Emissions,5,True
Transportation,Automobiles,Environment,Air Quality,3,True
Transportation,Automobiles,Environment,Energy Management,4,True
Transportation,Automobiles,Environment,Water & Wastewater Management,4,True
Transportation,Automobiles,Environment,Waste & Hazardous Materials,4,True
Transportation,Automobiles,Environment,Ecological Impacts,4,True
Transportation,Automobiles,Social Capital,Human Rights & Community Relations,3,True
Transportation,Automobiles,Social Capital,Customer Privacy,3,True
Transportation,Automobiles,Social Capital,Data Security,4,True
Transportation,Automobiles,Social Capital,Access & Affordability,4,True
Transportation,Automobiles,Social Capital,Product Quality & Safety,2,False
Transportation,Automobiles,Social Capital,Customer Welfare,4,True
Transportation,Automobiles,Social Capital,Selling Practices & Product Labeling,4,True
Transportation,Automobiles,Human Capital,Labor Practices,4,True
Transportation,Automobiles,Human Capital,Employee Health & Safety,3,True
Transportation,Automobiles,Human Capital,Employee Engagement,4,True
Transportation,Automobiles,Human Capital,Diversity & Inclusion,3,True
Transportation,Automobiles,Business Model & Innovation,Product Design & Lifecycle,4,True
Transportation,Automobiles,Business Model & Innovation,Business Model Resilience,4,True
Transportation,Automobiles,Business Model & Innovation,Supply Chain Management,3,True
Transportation,Automobiles,Business Model & Innovation,Materials Sourcing & Efficiency,3,True
Transportation,Automobiles,Business Model & Innovation,Physical Impacts of Climate Change,3,True
Transportation,Automobiles,Leadership & Governance,Business Ethics,4,True
Transportation,Automobiles,Leadership & Governance,Competitive Behavior,4,True
Transportation,Automobiles,Leadership & Governance,Regulatory Environment Management,4,True
Transportation,Automobiles,Leadership & Governance,Critical Incident Risk Management,2,False
Transportation,Automobiles,Leadership & Governance,Systemic Risk Management,3,True
Transportation,Car Rental & Leasing,Environment,GHG Emissions,3,True
Transportation,Car Rental & Leasing,Environment,Air Quality,5,True
Transportation,Car Rental & Leasing,Environment,Energy Management,5,True
Transportation,Car Rental & Leasing,Environment,Water & Wastewater Management,3,True
Transportation,Car Rental & Leasing,Environment,Waste & Hazardous Materials,4,True
Transportation,Car Rental & Leasing,Environment,Ecological Impacts,4,True
Transportation,Car Rental & Leasing,Social Capital,Human Rights & Community Relations,4,True
